Date,Item,Value,Label,unit,Note,Category,Color,Size
2018-04-19T14:08:27-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-19T17:00:39-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-19T17:59:59-04:00,P1,1,,,,Bad habit,1,1
2018-04-19T22:25:22-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-20T02:47:20-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-20T09:56:05-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-20T10:43:16-04:00,Nonfiction,1,,,Audible, Audio,7,.5
2018-04-20T11:59:35-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-20T18:26:25-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-20T23:45:19-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-21T14:47:30-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-21T21:06:38-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-22T22:25:19-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-23T09:36:28-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-23T15:18:08-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-23T15:54:18-04:00,Other music,1,,,Amazon, Audio,4,.5
2018-04-23T16:30:22-04:00,Ketones,15,,mg/dL,,Health,3,0.375
2018-04-23T17:26:58-04:00,Neural,1,,,Exhausted, Mood,3,1
2018-04-23T19:25:37-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-23T20:20:28-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-23T22:41:55-04:00,P1,1,,,,Bad habit,1,1
2018-04-23T22:42:17-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-24T00:04:41-04:00,Bad,1,,,Small, Mood,2,1
2018-04-24T00:05:03-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-24T09:47:12-04:00,Podcast,1,,,Spotify, Audio,5,.5
2018-04-24T13:06:16-04:00,Ketones,5,,mg/dL,,Health,3,0.125
2018-04-24T13:44:54-04:00,Podcast,1,,,Spotify, Audio,5,.5
2018-04-24T16:04:55-04:00,Alcohol,1,,,,Nutrition,6,0.5
2018-04-24T18:45:46-04:00,Alcohol,1,,,,Nutrition,6,0.5
2018-04-24T22:41:06-04:00,Podcast,1,,,Spotify, Audio,5,.5
2018-04-24T22:50:45-04:00,Bad,1,,,Home, Mood,2,1
2018-04-24T23:43:38-04:00,P1,1,,,,Bad habit,1,1
2018-04-24T23:43:42-04:00,P1,1,,,,Bad habit,1,1
2018-04-24T23:43:48-04:00,Alcohol,1,,,,Nutrition,6,0.5
2018-04-24T23:43:54-04:00,Alcohol,1,,,,Nutrition,6,0.5
2018-04-25T00:18:02-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-25T12:53:05-04:00,P1,1,,,,Bad habit,1,1
2018-04-25T12:53:13-04:00,Butter,1,,,,Nutrition,3,0.5
2018-04-25T12:53:25-04:00,Caffeine,180,,mg,,Health,2,1.3333333333333333333333333333333333333
2018-04-25T12:53:36-04:00,Caffeine,180,,mg,,Health,2,1.3333333333333333333333333333333333333
2018-04-25T13:23:39-04:00,Nonfiction,1,,,OverDrive, Audio,7,.5
2018-04-25T14:22:57-04:00,Ketones,15,,mg/dL,,Health,3,0.375
2018-04-25T21:18:42-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-26T08:59:28-04:00,Podcast,1,,,Spotify, Audio,5,.5
2018-04-26T10:47:24-04:00,Meal,1,,,,Nutrition,1,0.5
2018-04-26T10:47:38-04:00,Caffeine,180,,mg,,Health,2,1.3333333333333333333333333333333333333
2018-04-26T10:47:48-04:00,Nonfiction,1,,,OverDrive, Audio,7,.5
2018-04-26T12:33:16-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-26T23:04:12-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-26T23:18:43-04:00,Nonfiction,1,,,Audible, Audio,7,.5
2018-04-27T08:48:40-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-27T17:58:44-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-27T23:12:44-04:00,P1,1,,,,Bad habit,1,1
2018-04-27T23:12:51-04:00,P1,1,,,,Bad habit,1,1
2018-04-27T23:12:56-04:00,P1,1,,,,Bad habit,1,1
2018-04-27T23:13:11-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-28T08:27:44-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-28T18:50:55-04:00,Tortuga,1,,,Pandora, Audio,2,.5
2018-04-28T21:06:54-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-28T21:07:08-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-28T21:10:55-04:00,P1,1,,,,Bad habit,1,1
2018-04-28T23:14:52-04:00,Alcohol,1,,,,Nutrition,6,0.5
2018-04-29T00:05:12-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-04-29T08:51:07-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-29T13:29:58-04:00,Meal,1,,,,Nutrition,1,0.5
2018-04-29T13:30:06-04:00,Sweets,1,,,,Nutrition,5,1.5
2018-04-29T14:20:57-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-30T09:15:31-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-30T11:40:08-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-30T18:14:04-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-04-30T18:14:29-04:00,P1,1,,,,Bad habit,1,1
2018-05-01T00:32:10-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-05-01T07:23:36-04:00,Alcohol,1,,,,Nutrition,6,0.5
2018-05-01T07:54:47-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-05-01T09:53:58-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-05-01T11:33:34-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-05-01T12:54:42-04:00,P1,1,,,,Bad habit,1,1
2018-05-01T12:54:48-04:00,P1,1,,,,Bad habit,1,1
2018-05-01T14:46:43-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-05-01T19:22:47-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-05-02T07:55:33-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-05-02T19:03:20-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-05-02T22:54:41-04:00,Fiction,1,,,OverDrive, Audio,6,.5
2018-05-03T09:11:23-04:00,Weight,140.4,,lb,,Health,4,2.7
2018-05-03T17:17:29-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-05-04T11:18:24-04:00,Podcast,1,,,Podcasts, Audio,5,.5
2018-05-05T20:40:47-04:00,Podcast,1,,,Podcasts, Audio,5,.5
